puma,year,mergeid,estimate_black_females,estimate_total_pop,percent_black_only,percent_black_women,quantile_black_women,gini_index,percent_second_mortgage,percent_owner_occupied,percent_renter_occupied,percent_vacant_housing,homeowner_vacancy_rate,rental_vacancy_rate,percent_same_house_1_year,percent_no_plumbing,percent_no_kitchen,percent_overcrowding,avg_household_size,percent_owner_cost_burdent,rent_median_dollars,percent_renter_cost_burden,median_value_home,median_income,percent_below_poverty,percent_units_mortgage,percent_hispanic,percent_white_only,percent_american_indian,percent_asian,percent_hawaiian,percent_other_race,percent_twomore_races,disability_status,total_housing_units,num_renter_occupied,num_owner_occupied,num_total_occupied,percent_born_us,english_prof,percent_college,percent_uninsured,percent_unemployed
3604009,2013,3604009 _ 2013,72309,205451,63.3,35.1952533694165,5,0.414,18.5,58.0,42.0,6.3,1.7,3.2,94.5,0.7,0.7,3.8,3.01,50.6,1220,40.6,481800,64440,9.2,77.5,8.2,28.3,0.2,3.5,0.1,3.4,1.3,8.2,72166,28394,39250,67644,58.0,14.4,28.6,9.8,6.3
3604010,2013,3604010 _ 2013,70876,137945,91.9,51.37989778534921,5,0.44,10.9,34.4,65.6,9.7,1.0,4.5,93.1,0.5,0.6,3.2,2.85,54.9,1137,49.6,432000,46953,13.9,73.6,6.1,2.6,0.2,1.3,0.0,2.7,1.4,8.3,53111,31473,16482,47955,46.2,8.2,19.6,16.1,7.8
3604011,2013,3604011 _ 2013,45129,109926,73.1,41.0539817695541,5,0.4642,22.9,16.0,84.0,7.8,2.7,4.1,90.8,0.8,0.8,4.7,2.68,49.6,1113,48.8,564100,41543,19.4,71.4,9.6,18.4,0.2,1.9,0.0,4.8,1.5,8.4,43560,33731,6442,40173,55.3,11.8,24.7,15.1,10.3
3604012,2013,3604012 _ 2013,2505,150888,3.9,1.6601717830443798,1,0.4798,16.4,26.2,73.8,6.6,2.2,3.3,86.2,1.1,1.3,6.7,3.16,48.4,1211,50.0,624500,43233,25.0,56.9,41.1,38.5,1.4,32.1,0.0,21.5,2.7,8.2,50181,34569,12287,46856,46.6,47.4,24.4,21.3,7.1
3604013,2013,3604013 _ 2013,1243,130807,1.9,0.9502549557745379,1,0.4706,14.1,39.3,60.7,6.4,1.4,3.1,91.0,0.4,1.0,3.5,2.6,40.6,1253,44.3,647800,55922,13.0,55.3,14.1,67.9,0.5,22.8,0.1,4.7,2.0,9.2,53524,30420,19669,50089,59.1,28.2,36.7,10.6,5.7
3604014,2013,3604014 _ 2013,2063,163154,2.4,1.26444953847285,1,0.4905,22.1,31.2,68.8,6.7,1.5,3.0,93.8,0.5,0.9,6.4,3.45,57.9,1245,59.2,659200,39574,26.7,56.0,11.2,75.1,0.2,14.4,0.0,6.9,1.1,8.5,50217,32243,14631,46874,64.5,33.0,25.4,11.3,4.5
3604015,2013,3604015 _ 2013,31771,156412,35.7,20.312380124287102,4,0.4893,20.7,23.3,76.7,6.8,1.8,4.0,92.4,0.9,1.1,6.0,2.8,43.5,1157,49.3,620400,43488,17.9,63.6,14.4,43.8,0.1,9.3,0.0,9.2,1.9,9.6,59572,42561,12965,55526,52.4,28.3,33.5,15.0,6.6
3604016,2013,3604016 _ 2013,3062,146710,3.4,2.08711062640583,2,0.4761,19.6,47.4,52.6,7.7,2.6,3.8,93.1,0.4,1.1,2.0,2.59,45.2,1130,46.3,547300,50910,12.5,53.9,7.1,77.4,0.1,16.0,0.1,1.9,1.2,12.0,60810,29529,26612,56141,53.2,32.7,36.3,7.8,5.3
3604017,2013,3604017 _ 2013,1110,178273,1.2,0.622640556898689,1,0.4604,14.0,36.5,63.5,6.9,2.8,3.6,92.1,0.4,1.1,2.8,2.84,48.2,1133,46.1,631100,44906,14.0,50.0,13.4,55.4,0.5,36.3,0.0,5.4,1.2,10.3,67075,39659,22790,62449,44.1,47.6,23.5,14.2,5.9
3604018,2013,3604018 _ 2013,7619,105001,12.8,7.25612137027266,3,0.5312,19.5,29.7,70.3,7.5,4.1,4.0,92.3,0.8,0.8,2.6,2.33,40.0,904,47.7,405800,31069,18.7,47.1,13.7,66.3,0.6,14.4,0.0,4.0,1.9,19.8,47892,31142,13169,44311,44.1,45.9,31.0,11.2,6.3
3604101,2013,3604101 _ 2013,7179,169543,7.8,4.23432403579033,2,0.4566,14.6,19.2,80.8,7.9,1.0,3.0,87.9,0.3,0.6,2.7,2.33,47.5,1337,41.0,589300,50887,15.0,47.9,27.7,66.1,0.5,13.8,0.0,9.0,2.8,9.8,78836,58659,13920,72579,55.4,25.8,38.8,18.1,7.2
3604102,2013,3604102 _ 2013,6059,180929,6.6,3.34882744059825,2,0.4314,16.2,33.6,66.4,7.4,1.5,2.9,89.8,0.8,1.4,7.8,3.28,50.9,1321,52.1,414400,49434,17.1,59.8,65.7,45.0,0.7,16.7,0.0,27.3,3.6,7.9,59092,36352,18380,54732,35.2,48.5,20.1,30.5,5.9
3604103,2013,3604103 _ 2013,3629,249001,2.4,1.4574238657676102,1,0.4591,15.1,47.8,52.2,6.9,2.0,3.4,89.8,0.3,0.8,3.3,2.79,45.9,1360,51.2,540800,53489,11.8,51.0,17.4,37.0,0.5,49.2,0.0,8.2,2.7,9.6,94854,46073,42210,88283,43.0,43.7,30.6,19.7,5.9
3604104,2013,3604104 _ 2013,1499,120195,2.0,1.24714006406256,1,0.4213,16.5,69.9,30.1,4.4,0.7,3.2,90.5,0.2,0.6,0.6,2.71,40.9,1574,45.6,576700,76157,6.5,58.4,11.3,50.9,0.2,40.5,0.1,3.7,2.5,8.5,46095,13275,30788,44063,55.9,28.5,44.6,11.7,5.1
3604105,2013,3604105 _ 2013,63477,201438,57.7,31.5119292288446,5,0.3859,19.0,73.0,27.0,5.2,1.0,4.1,91.2,0.3,0.7,0.8,3.23,42.6,1428,44.4,413200,77697,6.5,72.0,11.4,17.6,0.2,15.7,0.1,4.9,3.8,9.6,64883,16632,44887,61519,56.3,12.5,29.9,11.3,6.3
3604106,2013,3604106 _ 2013,10746,154395,12.4,6.960069950451761,3,0.4432,16.6,47.0,53.0,5.3,1.3,3.2,89.0,1.5,3.7,2.3,2.72,42.0,1297,46.1,488400,58384,11.7,60.5,18.1,40.6,0.2,32.5,0.0,9.5,4.7,9.9,57996,29135,25804,54939,51.1,26.5,40.9,13.1,6.8
3604107,2013,3604107 _ 2013,6257,142247,8.0,4.39868679128558,2,0.4399,10.3,23.4,76.6,6.2,2.3,1.8,90.6,0.9,1.9,8.3,3.21,59.1,1345,52.6,472000,45651,19.1,58.3,50.4,42.6,0.4,33.7,0.2,12.8,2.2,8.6,46963,33742,10301,44043,32.9,53.6,20.6,28.3,4.6
3604108,2013,3604108 _ 2013,1413,112273,2.8,1.2585394529406,1,0.4671,11.2,45.2,54.8,6.7,1.4,2.6,91.1,0.6,0.6,1.9,2.19,25.0,1401,46.0,344800,64646,7.6,55.9,14.3,64.7,0.2,25.3,0.1,4.2,2.6,10.7,54744,28014,23081,51095,48.4,26.0,53.3,10.4,5.0
3604109,2013,3604109 _ 2013,1417,131459,2.1,1.07790261602477,1,0.4385,13.0,26.4,73.6,7.3,1.3,2.7,89.6,0.4,1.3,4.8,2.55,41.8,1382,43.4,446700,56064,10.1,60.0,33.0,50.4,0.2,35.8,0.1,8.8,2.7,7.4,55122,37642,13477,51119,41.4,38.6,36.0,21.9,4.8
3604110,2013,3604110 _ 2013,1401,168766,1.8,0.830143512318832,1,0.439,15.1,40.3,59.7,7.7,0.5,3.2,91.5,0.8,1.1,1.7,2.73,47.7,1273,45.9,523300,55243,11.8,56.5,35.9,82.0,0.2,7.9,0.0,6.5,1.5,7.8,66563,36676,24759,61435,58.7,24.5,22.7,17.0,5.2
3604111,2013,3604111 _ 2013,6683,149178,8.3,4.479883092681231,3,0.4178,19.0,46.1,53.9,7.5,1.8,3.9,89.0,1.4,1.9,2.4,3.3,50.6,1319,46.1,422600,59697,13.2,70.8,41.0,37.1,0.6,25.0,0.0,23.7,5.2,9.5,48729,24284,20785,45069,46.0,24.8,26.2,16.7,7.3
3604112,2013,3604112 _ 2013,83228,228715,65.7,36.389392912576795,5,0.4286,19.0,49.3,50.7,8.0,3.6,2.8,90.5,1.3,3.7,3.4,3.22,51.9,1157,49.7,383000,53498,13.2,74.7,17.6,6.4,0.6,10.4,0.1,13.4,3.4,11.3,76257,35547,34578,70125,56.9,14.7,19.4,15.0,9.9
3604113,2013,3604113 _ 2013,12772,132213,17.3,9.660169574852699,3,0.4216,19.1,65.5,34.5,5.4,0.4,1.5,91.2,1.2,1.3,1.3,3.27,51.7,1325,49.8,437800,62005,9.4,67.9,23.8,34.9,0.6,18.9,0.2,21.5,6.6,10.4,42593,13920,26384,40304,51.1,12.4,19.8,16.3,7.1
3604114,2013,3604114 _ 2013,25340,116048,39.5,21.835792086033397,4,0.4851,22.5,38.2,61.8,13.4,2.9,5.1,90.1,1.1,0.6,2.3,2.81,46.9,993,44.1,461200,49626,17.0,65.1,22.1,48.3,0.2,2.8,0.0,6.9,2.3,14.2,45398,24289,15036,39325,71.1,13.6,25.8,11.8,6.8
3603701,2014,3603701 _ 2014,9305,108485,15.5,8.57722265751026,3,0.4885,12.5,31.7,68.3,9.2,3.4,3.5,88.0,0.4,0.5,3.1,2.48,19.9,1220,43.1,292100,56391,15.1,51.6,45.7,44.9,0.5,5.2,0.1,29.7,4.3,10.8,45652,28327,13129,41456,63.2,20.1,37.6,12.0,7.4
3603702,2014,3603702 _ 2014,54051,141622,68.3,38.165680473372795,5,0.4458,13.7,36.1,63.9,8.3,2.0,5.4,90.4,0.5,0.7,2.6,2.98,56.9,1174,51.3,393200,45889,18.1,71.4,22.5,11.4,0.5,2.1,0.1,15.0,2.6,12.1,51271,30008,16989,46997,55.8,8.8,21.8,13.1,10.1
3603703,2014,3603703 _ 2014,20588,123832,29.2,16.6257510175076,4,0.4457,13.5,43.4,56.6,6.3,1.2,1.5,90.5,0.3,0.5,0.8,2.54,35.8,1109,37.8,346600,54911,10.2,51.5,34.8,43.7,0.5,2.6,0.0,20.5,3.5,13.9,50522,26789,20555,47344,73.1,10.9,24.9,8.3,6.4
3603704,2014,3603704 _ 2014,15917,129963,23.7,12.247331932934802,3,0.4594,16.7,28.9,71.1,6.8,1.0,3.3,90.1,0.3,0.4,3.8,2.87,47.5,1168,45.3,430600,46543,17.9,65.1,44.2,34.0,0.5,8.1,0.0,30.4,3.2,13.2,47287,31344,12735,44079,57.7,22.3,23.8,14.3,8.4
3603705,2014,3603705 _ 2014,32391,166534,34.7,19.4500822654833,4,0.4943,16.1,7.3,92.7,7.9,7.3,3.8,87.0,0.7,0.9,5.5,2.96,57.0,906,52.1,372400,22154,41.6,70.6,62.7,14.4,0.4,0.8,0.1,46.2,3.4,13.9,58739,50144,3932,54076,60.1,27.7,10.9,14.6,10.2
3603706,2014,3603706 _ 2014,13577,125254,20.3,10.839573985661099,3,0.4725,12.0,6.6,93.4,6.8,5.2,2.6,87.1,0.8,1.3,5.9,2.85,40.6,1136,57.3,221300,31513,31.4,70.9,67.0,16.7,0.8,6.9,0.0,50.9,4.5,12.7,46500,40488,2840,43328,50.6,34.3,16.5,17.3,9.8
3603707,2014,3603707 _ 2014,23581,132462,32.9,17.8020866361674,4,0.4702,14.0,3.6,96.4,7.2,6.6,3.7,86.9,1.1,1.4,7.0,2.98,71.8,1041,57.7,402500,24849,39.2,64.8,68.1,11.4,0.8,1.4,0.1,49.6,3.7,14.7,46865,41916,1565,43481,52.3,35.5,12.2,17.8,11.4
3603708,2014,3603708 _ 2014,26723,141467,36.1,18.8899177900146,4,0.4755,18.7,7.1,92.9,5.9,5.9,2.8,90.2,0.6,0.7,7.6,2.92,40.9,1041,55.6,211900,26349,35.9,40.6,64.4,14.4,0.7,1.6,0.0,43.9,3.3,15.2,50598,44269,3364,47633,53.4,34.8,13.1,16.0,9.2
3603709,2014,3603709 _ 2014,35236,186386,35.1,18.9048533688153,4,0.4673,11.4,21.3,78.7,7.4,1.6,2.0,90.1,0.7,0.7,4.1,2.93,50.1,1072,46.7,361600,36951,25.1,67.9,57.6,18.2,0.5,7.1,0.0,34.1,5.0,12.4,68273,49729,13459,63188,57.9,25.2,16.4,15.4,8.1
3603710,2014,3603710 _ 2014,27776,157561,34.4,17.6287279212495,4,0.4915,8.6,6.6,93.4,7.1,6.8,3.3,84.8,0.7,1.0,4.3,2.98,48.6,781,48.9,317900,21718,40.8,74.5,68.8,16.8,0.6,0.8,0.1,44.6,2.7,16.1,52442,45512,3229,48741,61.2,34.5,9.2,17.3,7.6
3603801,2014,3603801 _ 2014,13906,214419,12.7,6.48543272751016,3,0.4838,8.7,9.1,90.9,5.4,3.2,1.4,88.0,0.5,0.7,4.6,2.88,19.1,1151,46.4,383700,41513,21.5,57.8,70.8,36.3,0.7,2.6,0.1,41.9,5.6,11.3,77299,66499,6646,73145,48.4,39.0,30.9,16.4,9.5
3603802,2014,3603802 _ 2014,19465,130249,27.9,14.944452548579997,4,0.574,12.8,13.4,86.6,9.0,2.6,3.8,82.8,0.7,1.2,2.8,2.54,20.4,1150,44.1,586500,41614,21.7,57.0,38.5,38.2,0.3,7.9,0.0,15.6,10.0,11.1,51315,40478,6238,46716,62.8,20.4,43.2,13.4,5.6
3603803,2014,3603803 _ 2014,44964,129951,64.1,34.6007341228617,5,0.5516,14.6,13.3,86.7,11.1,4.3,4.8,89.3,1.0,1.1,2.0,2.41,31.3,912,40.0,605100,38028,25.2,68.1,22.3,16.9,0.4,3.4,0.0,10.9,4.2,13.4,59445,45848,7022,52870,74.7,11.5,34.3,13.7,8.5
3603804,2014,3603804 _ 2014,24030,120603,35.4,19.9248774906097,4,0.5932,11.4,6.8,93.2,8.4,12.6,3.7,88.5,0.7,0.9,3.3,2.49,23.9,868,39.5,588100,30857,28.1,52.4,46.1,28.4,0.2,7.4,0.1,25.3,3.3,14.1,50290,42909,3139,46048,66.4,20.8,29.5,15.1,6.6
3603805,2014,3603805 _ 2014,3859,219382,3.2,1.7590321904258301,2,0.5689,10.2,33.5,66.5,16.2,2.3,4.8,83.9,0.2,0.4,1.5,1.86,22.5,1970,33.0,1000001,106940,3.7,50.2,7.9,84.0,0.1,9.0,0.1,1.3,2.2,7.2,138624,77305,38868,116173,75.1,6.0,79.1,4.9,3.4
3603806,2014,3603806 _ 2014,10117,196398,8.8,5.15127445289667,3,0.5701,9.9,32.5,67.5,15.5,2.6,4.2,84.4,0.9,2.1,1.3,1.96,21.4,1761,33.9,971200,100746,6.1,57.3,14.2,75.8,0.5,8.5,0.0,3.1,3.1,9.1,116346,66354,31939,98293,74.5,7.9,75.7,6.6,4.4
3603807,2014,3603807 _ 2014,4538,146311,6.3,3.1016123189643996,2,0.5793,14.0,23.0,77.0,18.0,2.5,4.4,77.9,1.0,2.2,2.0,1.72,21.7,2001,34.4,863100,92246,7.2,57.3,14.7,70.9,0.4,14.9,0.0,3.8,3.7,7.5,100433,63444,18938,82382,70.4,9.6,72.1,8.3,5.1
3603808,2014,3603808 _ 2014,2839,145669,3.7,1.9489390330132,2,0.5297,14.0,30.7,69.3,16.8,2.3,3.8,78.1,0.2,1.1,1.9,1.75,21.0,2001,32.8,734200,102337,4.0,54.2,8.5,76.0,0.2,14.7,0.0,2.9,2.4,7.1,95855,55295,24488,79783,75.1,6.4,78.1,5.2,4.0
3603809,2014,3603809 _ 2014,6567,163328,7.8,4.02074353448276,2,0.5628,12.6,12.5,87.5,7.7,2.9,3.5,85.6,0.4,0.9,3.1,2.17,22.9,986,38.0,612200,42873,23.7,47.8,24.6,42.7,0.4,32.5,0.1,12.9,3.6,13.4,77058,62240,8861,71101,58.4,29.1,41.9,11.3,5.2
3603810,2014,3603810 _ 2014,1873,152088,2.6,1.23152385461049,1,0.5529,16.3,28.3,71.7,14.1,3.7,4.3,77.0,0.6,0.8,2.8,1.83,25.7,2001,32.4,1000001,118108,4.6,57.8,6.9,76.8,0.2,15.1,0.0,2.0,3.3,5.7,91434,56307,22271,78578,74.5,6.4,81.0,5.2,3.7
3603901,2014,3603901 _ 2014,915,165963,1.3,0.551327705572929,1,0.4115,19.2,79.9,20.1,4.0,1.0,3.5,95.3,0.6,0.6,0.5,2.85,37.6,1274,42.6,477500,86522,5.9,70.2,10.1,92.4,0.1,4.4,0.0,0.7,1.1,8.9,60243,11601,46254,57855,83.9,6.9,32.1,4.7,4.3
3603902,2014,3603902 _ 2014,3351,131697,4.2,2.54447709515023,2,0.4378,17.0,71.8,28.2,6.1,1.6,6.1,94.8,0.7,0.6,0.6,2.76,40.2,1182,44.0,443700,74728,6.9,68.9,12.3,79.3,0.3,13.0,0.0,1.8,1.3,10.5,49774,13164,33568,46732,70.8,14.2,32.2,7.2,4.2
3603903,2014,3603903 _ 2014,22242,173862,24.0,12.792904717534599,3,0.46399999999999997,14.8,55.7,44.3,10.7,3.9,9.8,92.9,0.7,1.2,2.0,2.81,37.2,1129,48.5,379000,60227,16.4,73.1,29.0,56.6,0.3,7.6,0.0,7.9,3.6,9.8,67764,26821,33671,60492,73.4,12.9,27.6,10.7,5.1
3604001,2014,3604001 _ 2014,4467,149379,5.5,2.99038017392003,2,0.5039,12.2,16.9,83.1,7.8,3.5,2.1,88.7,1.1,1.6,3.2,2.44,41.7,1335,41.0,665700,52413,24.0,63.2,24.4,76.9,0.4,6.1,0.0,8.7,2.3,8.0,65818,50467,10237,60704,70.8,23.4,43.7,13.3,5.0
3604002,2014,3604002 _ 2014,19645,138660,26.3,14.1677484494447,3,0.4733,13.2,13.4,86.6,9.0,3.3,5.2,87.6,0.5,1.3,4.8,3.06,56.6,1215,49.2,480000,39262,27.2,72.9,64.8,42.0,0.7,4.4,0.0,23.4,3.2,8.5,49194,38772,5994,44766,55.7,33.3,19.8,24.8,9.5
3604003,2014,3604003 _ 2014,46647,137830,62.0,33.843865631575106,5,0.5125,12.9,21.1,78.9,13.3,4.8,5.6,88.4,1.1,1.1,3.2,2.74,47.5,1049,47.4,599000,37234,27.5,74.5,19.4,25.5,0.2,2.6,0.0,7.4,2.3,10.7,57367,39268,10477,49745,76.1,12.4,25.1,12.3,9.4
3604004,2014,3604004 _ 2014,20735,129778,28.8,15.9772842854721,4,0.5334,16.2,31.1,68.9,11.3,2.7,2.7,84.3,0.6,0.9,2.3,2.2,30.1,1524,33.7,700300,76670,14.4,66.8,17.0,49.7,0.2,8.3,0.1,8.3,4.7,8.9,61699,37715,16989,54704,76.2,9.5,58.2,9.9,6.5
3604005,2014,3604005 _ 2014,5351,114833,7.9,4.65981033326657,3,0.4936,15.3,34.6,65.4,7.8,1.9,2.7,83.3,0.3,1.2,1.7,2.32,24.8,1831,31.0,933200,96138,7.6,69.9,19.4,70.8,0.4,6.3,0.0,9.5,5.1,7.6,53144,32044,16968,49012,78.2,8.7,67.8,9.1,5.2
3604006,2014,3604006 _ 2014,46204,123963,65.9,37.272411929366,5,0.5079,12.8,18.0,82.0,10.6,4.2,5.2,89.6,1.1,0.6,2.8,2.38,48.9,1123,44.9,640300,42127,24.5,70.2,11.8,21.1,0.2,3.6,0.0,6.2,2.8,9.2,57021,41807,9168,50975,66.2,8.5,34.9,14.6,7.5
3604007,2014,3604007 _ 2014,58423,124182,80.8,47.0462707960896,5,0.5134,12.2,17.6,82.4,9.0,2.7,4.9,91.4,0.8,0.9,2.7,2.77,48.9,915,50.4,391500,27866,33.8,72.1,20.5,6.3,0.3,1.1,0.0,10.1,1.4,11.3,47350,35512,7597,43109,67.1,8.7,11.1,13.3,8.2
3604008,2014,3604008 _ 2014,49833,151192,58.3,32.9600772527647,5,0.5005,10.8,22.2,77.8,12.8,4.0,7.0,93.3,0.6,0.8,4.5,2.91,59.1,1074,47.9,411500,34152,28.7,76.7,37.0,25.0,0.4,3.5,0.1,10.9,1.8,10.3,58826,39871,11409,51280,60.6,15.3,13.4,11.9,6.7
3604009,2014,3604009 _ 2014,73357,208494,63.8,35.1842259249667,5,0.4251,16.2,58.2,41.8,6.1,1.6,3.3,94.2,0.7,0.7,3.9,3.02,49.4,1250,42.8,477400,64323,10.0,76.9,8.2,26.8,0.3,4.1,0.0,3.6,1.4,8.3,72887,28616,39813,68429,57.1,14.8,28.9,9.7,6.5
3604010,2014,3604010 _ 2014,69654,135757,91.3,51.307851528834604,5,0.4495,9.3,34.0,66.0,9.7,1.2,4.0,93.4,0.4,0.6,3.0,2.78,56.1,1155,50.4,426300,45842,14.9,72.3,6.8,2.5,0.1,1.3,0.0,3.2,1.4,8.2,53414,31841,16374,48215,46.1,8.6,20.3,14.5,7.2
3604011,2014,3604011 _ 2014,45773,110823,72.7,41.3027981556175,5,0.4696,19.1,15.7,84.3,7.6,3.4,4.1,91.2,0.8,0.8,4.3,2.67,50.5,1157,49.9,553500,41879,19.4,69.1,9.1,18.9,0.1,1.9,0.0,4.6,1.7,8.4,43958,34250,6382,40632,56.0,10.8,25.7,14.5,10.1
3604012,2014,3604012 _ 2014,2252,151077,3.6,1.49063060558523,1,0.4818,15.7,25.5,74.5,7.2,1.9,3.5,85.9,0.7,1.2,7.1,3.2,49.3,1260,50.9,626600,44320,25.4,57.0,42.2,36.3,1.2,31.7,0.0,24.4,2.8,8.4,49949,34533,11826,46359,47.1,47.7,24.6,20.1,6.6
3604013,2014,3604013 _ 2014,1188,131139,1.9,0.9059089973234509,1,0.4795,13.5,38.3,61.7,7.2,1.8,2.9,90.6,0.3,0.9,3.9,2.61,41.2,1292,44.7,652100,56454,14.1,54.9,14.5,66.7,0.4,23.3,0.1,5.4,2.3,9.4,53966,30903,19188,50091,58.9,28.0,36.8,10.4,5.4
3604014,2014,3604014 _ 2014,1854,166578,2.2,1.11299211180348,1,0.4908,16.6,31.9,68.1,6.3,1.4,2.5,94.2,0.6,0.9,6.7,3.51,58.4,1296,60.5,676300,39817,27.8,55.7,11.4,74.6,0.2,14.3,0.0,7.4,1.3,8.5,50217,32026,15011,47037,65.4,34.2,25.8,11.2,4.0
3604015,2014,3604015 _ 2014,31179,158531,34.5,19.667446745431498,4,0.4936,19.6,22.8,77.2,6.1,1.8,3.3,93.0,0.7,1.1,5.7,2.79,44.7,1200,49.5,640900,44812,17.4,64.1,14.3,43.4,0.1,10.1,0.0,9.7,2.2,9.6,60030,43557,12837,56394,53.0,28.6,33.7,14.2,6.3
3604016,2014,3604016 _ 2014,3434,147633,3.9,2.32603821638794,2,0.4854,20.0,46.7,53.3,8.2,2.4,3.8,92.4,0.4,1.1,2.3,2.6,45.2,1171,47.9,542300,51282,13.0,53.4,7.4,76.2,0.2,16.1,0.0,2.3,1.3,12.0,61447,30089,26315,56404,52.2,31.5,37.7,8.0,5.4
3604017,2014,3604017 _ 2014,914,184656,1.0,0.4949744389567629,1,0.4723,13.3,36.6,63.4,6.8,2.6,3.4,91.6,0.3,1.0,3.1,2.91,50.8,1176,47.9,637300,47302,14.8,49.9,13.7,53.2,0.4,37.7,0.0,6.5,1.3,10.4,67766,40004,23122,63126,43.2,47.7,25.4,13.7,5.8
3604018,2014,3604018 _ 2014,6899,106296,11.9,6.490366523669749,3,0.5395,19.3,30.5,69.5,8.4,3.9,3.9,92.5,0.7,0.8,3.0,2.35,41.8,913,48.5,410700,31290,20.9,44.5,14.6,65.8,0.5,14.2,0.0,5.5,2.0,19.6,48483,30850,13539,44389,43.6,45.3,32.6,10.8,6.3
3604101,2014,3604101 _ 2014,7486,172617,8.0,4.33676868442853,2,0.4561,15.9,18.1,81.9,8.0,0.9,3.1,87.3,0.2,0.7,2.6,2.36,43.7,1391,40.6,585100,52167,14.5,47.1,28.6,64.6,0.4,14.0,0.0,9.9,3.0,9.3,79339,59797,13190,72987,55.3,25.4,40.5,17.8,7.3
3604102,2014,3604102 _ 2014,6386,181089,6.8,3.52644279884477,2,0.4345,14.5,32.4,67.6,7.6,1.6,3.0,90.6,0.8,1.5,8.1,3.24,47.6,1352,53.8,404700,48511,17.2,59.7,65.5,44.0,0.6,17.1,0.0,27.9,3.5,7.7,60058,37513,17991,55504,35.5,48.1,20.8,29.0,5.5
3604103,2014,3604103 _ 2014,3364,250047,2.3,1.3453470747499499,1,0.4609,13.3,48.3,51.7,7.7,2.5,3.6,90.5,0.3,0.8,3.5,2.83,45.5,1381,52.7,542100,53946,12.9,50.6,16.9,35.4,0.4,50.5,0.0,8.7,2.7,8.9,94563,45138,42189,87327,42.4,46.4,29.5,19.6,5.1
3604104,2014,3604104 _ 2014,1430,121291,2.1,1.17898277695789,1,0.4189,17.1,70.4,29.6,4.5,0.5,2.6,91.0,0.2,0.6,0.6,2.75,41.2,1600,45.6,580800,77062,6.7,57.6,11.7,49.5,0.2,41.5,0.1,3.5,3.1,8.7,45845,12948,30849,43797,55.6,29.8,44.3,11.3,4.8
3604105,2014,3604105 _ 2014,63902,200341,58.1,31.896616269260896,5,0.3896,16.1,72.3,27.7,5.3,1.0,3.1,91.5,0.3,0.5,0.7,3.22,41.3,1450,46.2,407500,77713,7.0,71.3,11.1,17.3,0.2,15.1,0.1,5.3,3.9,9.8,64706,16951,44309,61260,56.3,12.7,28.8,11.0,6.1
3604106,2014,3604106 _ 2014,10909,155984,12.2,6.99366601702739,3,0.4446,14.2,46.3,53.7,5.9,1.7,3.1,89.0,0.2,1.0,2.6,2.76,40.5,1324,47.3,490500,59128,11.6,59.8,18.6,40.5,0.2,33.3,0.0,9.7,4.1,9.4,58035,29356,25270,54626,51.3,26.4,41.0,12.7,6.5
3604107,2014,3604107 _ 2014,6652,144567,8.7,4.6013267204825405,2,0.4464,10.1,23.7,76.3,6.4,2.7,1.6,90.0,0.9,2.1,8.7,3.24,58.4,1373,53.4,456200,45883,18.8,57.1,50.3,41.0,0.5,33.2,0.0,14.2,2.4,8.6,47461,33903,10530,44433,34.1,52.6,21.0,27.4,4.3
3604108,2014,3604108 _ 2014,1393,111741,2.8,1.2466328384388898,1,0.46,10.7,44.4,55.6,6.9,1.3,2.4,91.1,0.4,0.7,2.0,2.18,25.0,1434,46.8,343100,62328,7.4,55.1,14.9,63.4,0.2,26.4,0.1,4.5,2.5,11.2,54844,28408,22676,51084,48.0,26.4,53.6,9.8,4.5
3604109,2014,3604109 _ 2014,1403,136080,2.1,1.03101116990006,1,0.4508,12.3,26.4,73.6,7.4,1.6,2.7,89.5,0.2,1.1,4.4,2.61,42.5,1440,46.0,468000,56713,10.7,59.7,33.2,51.3,0.2,35.4,0.1,8.1,2.9,7.0,55848,38042,13655,51697,41.3,39.3,36.6,22.7,4.5
3604110,2014,3604110 _ 2014,1487,167945,1.9,0.8854089136324391,1,0.4402,13.7,40.7,59.3,8.0,0.5,3.8,91.5,0.6,0.8,1.2,2.73,47.1,1305,45.4,516000,57540,12.0,56.7,35.7,81.4,0.2,7.8,0.0,6.9,1.7,7.5,66669,36369,24953,61322,58.6,23.4,24.2,16.0,5.1
3604111,2014,3604111 _ 2014,6292,148606,7.7,4.2340147773306605,2,0.4205,16.4,45.9,54.1,8.3,2.2,4.3,89.5,0.8,1.3,2.1,3.3,51.0,1354,46.5,415800,60780,13.8,70.4,40.9,36.7,0.5,26.1,0.0,23.4,5.6,9.7,48895,24230,20597,44827,45.6,25.4,26.0,15.8,6.8
3604112,2014,3604112 _ 2014,84850,237956,64.6,35.6578527122661,5,0.4295,15.6,48.4,51.6,7.4,2.9,2.9,90.8,0.3,1.0,3.5,3.3,51.2,1180,51.2,376400,52992,13.2,74.9,19.0,5.9,0.6,10.7,0.1,13.4,4.8,10.9,76882,36747,34428,71175,57.2,14.3,20.0,14.9,9.6
