zip,month,year,price_index
10110,May,2021,$536K
10110,Apr,2021,$531K
10110,Mar,2021,$525K
10110,Feb,2021,$521K
10110,Jan,2021,$516K
10110,Dec,2020,$511K
10110,Nov,2020,$506K
10110,Oct,2020,$501K
10110,Sep,2020,$496K
10110,Aug,2020,$492K
10110,Jul,2020,$489K
10110,Jun,2020,$486K
10110,May,2020,$485K
10110,Apr,2020,$483K
10110,Mar,2020,$482K
10110,Feb,2020,$481K
10110,Jan,2020,$479K
10110,Dec,2019,$478K
10110,Nov,2019,$478K
10110,Oct,2019,$479K
10110,Sep,2019,$480K
10110,Aug,2019,$480K
10110,Jul,2019,$480K
10110,Jun,2019,$479K
10110,May,2019,$479K
10110,Apr,2019,$478K
10110,Mar,2019,$477K
10110,Feb,2019,$477K
10110,Jan,2019,$476K
10110,Dec,2018,$475K
10110,Nov,2018,$474K
10110,Oct,2018,$473K
10110,Sep,2018,$471K
10110,Aug,2018,$470K
10110,Jul,2018,$469K
10110,Jun,2018,$468K
10110,May,2018,$466K
10110,Apr,2018,$464K
10110,Mar,2018,$461K
10110,Feb,2018,$459K
10110,Jan,2018,$456K
10110,Dec,2017,$454K
10110,Nov,2017,$453K
10110,Oct,2017,$451K
10110,Sep,2017,$449K
10110,Aug,2017,$447K
10110,Jul,2017,$444K
10110,Jun,2017,$442K
10110,May,2017,$439K
10110,Apr,2017,$437K
10110,Mar,2017,$436K
10110,Feb,2017,$434K
10110,Nov,2016,$429K
10110,Sep,2016,$426K
10110,Aug,2016,$425K
10110,Jul,2016,$423K
10110,Jun,2016,$422K
10110,May,2016,$421K
10110,Apr,2016,$420K
10110,Mar,2016,$419K
10110,Feb,2016,$418K
10110,Jan,2016,$417K
10110,Dec,2015,$417K
10110,Nov,2015,$415K
10110,Oct,2015,$414K
10110,Sep,2015,$413K
10110,Aug,2015,$412K
10110,Jul,2015,$411K
10110,Jun,2015,$410K
10110,May,2015,$409K
10110,Apr,2015,$408K
10110,Mar,2015,$408K
10110,Feb,2015,$407K
10110,Jan,2015,$406K
10110,Aug,2014,$402K
10110,Jul,2014,$401K
10110,Jun,2014,$400K
10110,May,2014,$399K
10110,Apr,2014,$398K
10110,Mar,2014,$397K
10110,Feb,2014,$395K
10110,Jan,2014,$393K
10110,Dec,2013,$391K
10110,Nov,2013,$390K
10110,Oct,2013,$388K
10110,Sep,2013,$386K
10110,Aug,2013,$384K
10110,Jul,2013,$382K
10110,Jun,2013,$380K
10110,May,2013,$379K
10110,Apr,2013,$377K
10110,Mar,2013,$376K
10110,Feb,2013,$375K
10110,Jan,2013,$374K
10110,Dec,2012,$373K
10110,Nov,2012,$372K
10110,Oct,2012,$372K
10110,Sep,2012,$372K
10110,Aug,2012,$372K
10110,Jul,2012,$372K
10110,Jun,2012,$372K
10110,May,2012,$372K
10110,Apr,2012,$373K
10110,Mar,2012,$374K
10110,Feb,2012,$375K
10110,Jan,2012,$376K
10110,Dec,2011,$378K
10110,Nov,2011,$379K
10110,Oct,2011,$380K
10110,Sep,2011,$382K
10110,Aug,2011,$383K
10110,Jul,2011,$385K
10110,Jun,2011,$387K
10110,May,2011,$389K
10110,Apr,2011,$390K
10110,Mar,2011,$392K
10110,Sep,2014,$403K
10110,Oct,2014,$404K
10110,Nov,2014,$404K
10110,Dec,2014,$405K
10110,Oct,2016,$427K
10110,Dec,2016,$431K
10110,Jan,2017,$432K
10111,Jan,2022,$561K
10111,Nov,2021,$556K
10111,Oct,2020,$501K
10111,Apr,2020,$483K
10111,May,2019,$479K
10111,Jan,2019,$476K
10111,Dec,2018,$475K
10111,Jan,2020,$479K
10111,Mar,2019,$477K
10111,Apr,2013,$377K
10111,Oct,2012,$372K
10111,Aug,2013,$384K
10111,Jun,2014,$400K
10111,Oct,2016,$427K
10111,Feb,2018,$459K
10111,Jan,2021,$516K
10111,Aug,2020,$492K
10111,Dec,2017,$454K
10111,Feb,2014,$395K
10111,Aug,2012,$372K
10111,Mar,2011,$392K
10111,Feb,2012,$375K
10111,Nov,2016,$429K
10111,Apr,2011,$390K
10111,Jun,2021,$541K
10111,Jul,2016,$423K
10111,May,2017,$439K
10111,Feb,2019,$477K
10111,Nov,2015,$415K
10111,Mar,2020,$482K
10111,Nov,2020,$506K
10111,Oct,2015,$414K
10111,Jun,2011,$387K
10111,Jul,2015,$411K
10111,Apr,2017,$437K
10111,Jul,2012,$372K
10111,May,2011,$389K
10111,Sep,2014,$403K
10111,Nov,2018,$474K
10111,Sep,2020,$496K
10111,Jan,2015,$406K
10111,Dec,2012,$373K
10111,Aug,2014,$402K
10111,Mar,2016,$419K
10111,Jul,2019,$480K
10111,Feb,2020,$481K
10111,Feb,2021,$521K
10111,May,2021,$536K
10111,Oct,2021,$554K
10111,Dec,2021,$558K
10111,Jul,2021,$547K
10111,Apr,2021,$531K
10111,Jun,2020,$486K
10111,Oct,2019,$479K
10111,Jun,2019,$479K
10111,Apr,2019,$478K
10111,Aug,2018,$470K
10111,Mar,2018,$461K
10111,Jan,2018,$456K
10111,Aug,2017,$447K
10111,Dec,2016,$431K
10111,Sep,2016,$426K
10111,Aug,2016,$425K
10111,Jun,2016,$422K
10111,Feb,2016,$418K
10111,Sep,2015,$413K
10111,Jun,2015,$410K
10111,Jul,2014,$401K
10111,Apr,2014,$398K
10111,Mar,2014,$397K
10111,Jan,2014,$393K
10111,Oct,2013,$388K
10111,Jun,2013,$380K
10111,Feb,2013,$375K
10111,Jan,2013,$374K
10111,Nov,2012,$372K
10111,Sep,2012,$372K
10111,Jun,2012,$372K
10111,May,2012,$372K
10111,Apr,2012,$373K
10111,Dec,2011,$378K
10111,Nov,2011,$379K
10111,Sep,2011,$382K
10111,Aug,2011,$383K
10111,Mar,2013,$376K
10111,Nov,2014,$404K
10111,May,2015,$409K
10111,Jan,2017,$432K
10111,Mar,2021,$525K
10111,Sep,2021,$552K
10111,Dec,2020,$511K
10111,May,2020,$485K
10111,Nov,2019,$478K
10111,Aug,2019,$480K
10111,Jun,2018,$468K
10111,Apr,2018,$464K
10111,Nov,2017,$453K
10111,Sep,2017,$449K
10111,Jun,2017,$442K
10111,Mar,2017,$436K
10111,Apr,2016,$420K
10111,Dec,2015,$417K
10111,Aug,2015,$412K
10111,Feb,2015,$407K
10111,Oct,2014,$404K
10111,Nov,2013,$390K
10111,Mar,2012,$374K
10111,Jan,2012,$376K
10111,Jul,2011,$385K
10111,May,2013,$379K
10111,Dec,2014,$405K
10111,Mar,2015,$408K
10111,Jan,2016,$417K
10111,May,2016,$421K
10111,Feb,2017,$434K
10111,May,2018,$466K
10111,Sep,2019,$480K
10111,Jul,2020,$489K
10111,Aug,2021,$550K
10111,Sep,2018,$471K
10111,Oct,2017,$451K
10111,Jul,2017,$444K
10111,Sep,2013,$386K
10111,Jul,2013,$382K
10111,Oct,2011,$380K
10111,Dec,2013,$391K
10111,Apr,2015,$408K
10111,Oct,2018,$473K
10111,Dec,2019,$478K
10111,May,2014,$399K
10111,Jul,2018,$469K
10112,Jan,2022,$561K
10112,Dec,2021,$558K
10112,Oct,2021,$554K
10112,Sep,2021,$552K
10112,Jul,2021,$547K
10112,Jun,2021,$541K
10112,May,2021,$536K
10112,Apr,2021,$531K
10112,Mar,2021,$525K
10112,Feb,2021,$521K
10112,Jan,2021,$516K
10112,Aug,2021,$550K
10112,Dec,2020,$511K
10112,Nov,2020,$506K
10112,Oct,2020,$501K
10112,Sep,2020,$496K
10112,Aug,2020,$492K
10112,Jul,2020,$489K
10112,Jun,2020,$486K
10112,May,2020,$485K
10112,Apr,2020,$483K
10112,Mar,2020,$482K
10112,Feb,2020,$481K
10112,Jan,2020,$479K
10112,Dec,2019,$478K
10112,Nov,2019,$478K
10112,Oct,2019,$479K
10112,Sep,2019,$480K
10112,Aug,2019,$480K
10112,Jul,2019,$480K
10112,Jun,2019,$479K
10112,May,2019,$479K
10112,Apr,2019,$478K
10112,Mar,2019,$477K
10112,Feb,2019,$477K
10112,Jan,2019,$476K
10112,Dec,2018,$475K
10112,Nov,2018,$474K
10112,Oct,2018,$473K
10112,Sep,2018,$471K
10112,Aug,2018,$470K
10112,Jul,2018,$469K
10112,Jun,2018,$468K
10112,May,2018,$466K
10112,Apr,2018,$464K
10112,Mar,2018,$461K
10112,Feb,2018,$459K
10112,Jan,2018,$456K
10112,Dec,2017,$454K
10112,Nov,2017,$453K
10112,Oct,2017,$451K
10112,Sep,2017,$449K
10112,Aug,2017,$447K
10112,Jul,2017,$444K
10112,Jun,2017,$442K
10112,May,2017,$439K
10112,Apr,2017,$437K
10112,Feb,2017,$434K
10112,Dec,2016,$431K
10112,Sep,2016,$426K
10112,Aug,2016,$425K
10112,Jul,2016,$423K
10112,Jun,2016,$422K
10112,May,2016,$421K
10112,Apr,2016,$420K
10112,Mar,2016,$419K
10112,Feb,2016,$418K
10112,Jan,2016,$417K
10112,Dec,2015,$417K
10112,Oct,2015,$414K
10112,Aug,2015,$412K
10112,Jul,2015,$411K
10112,Jun,2015,$410K
10112,May,2015,$409K
10112,Apr,2015,$408K
10112,Mar,2015,$408K
10112,Feb,2015,$407K
10112,Jan,2015,$406K
10112,Dec,2014,$405K
10112,Nov,2014,$404K
10112,Oct,2014,$404K
10112,Sep,2014,$403K
10112,Aug,2014,$402K
10112,Jul,2014,$401K
10112,Jun,2014,$400K
10112,May,2014,$399K
10112,Apr,2014,$398K
10112,Mar,2014,$397K
10112,Feb,2014,$395K
10112,Jan,2014,$393K
10112,Dec,2013,$391K
10112,Nov,2013,$390K
10112,Oct,2013,$388K
10112,Sep,2013,$386K
10112,Aug,2013,$384K
10112,Jul,2013,$382K
10112,Jun,2013,$380K
10112,May,2013,$379K
10112,Apr,2013,$377K
10112,Mar,2013,$376K
10112,Feb,2013,$375K
10112,Jan,2013,$374K
10112,Dec,2012,$373K
10112,Nov,2012,$372K
10112,Oct,2012,$372K
10112,Sep,2012,$372K
10112,Aug,2012,$372K
10112,Jul,2012,$372K
10112,Jun,2012,$372K
10112,May,2012,$372K
10112,Apr,2012,$373K
10112,Mar,2012,$374K
10112,Feb,2012,$375K
10112,Jan,2012,$376K
10112,Dec,2011,$378K
10112,Nov,2011,$379K
10112,Oct,2011,$380K
10112,Sep,2011,$382K
10112,Aug,2011,$383K
10112,Jul,2011,$385K
10112,Jun,2011,$387K
10112,May,2011,$389K
10112,Apr,2011,$390K
10112,Mar,2011,$392K
10112,Sep,2015,$413K
10112,Nov,2015,$415K
10112,Oct,2016,$427K
10112,Nov,2016,$429K
10112,Jan,2017,$432K
10112,Mar,2017,$436K
10112,Nov,2021,$556K
10115,Jan,2022,$561K
10115,Dec,2021,$558K
10115,Nov,2021,$556K
10115,Oct,2021,$554K
10115,Sep,2021,$552K
10115,Aug,2021,$550K
10115,Jul,2021,$547K
10115,Jun,2021,$541K
10115,May,2021,$536K
10115,Apr,2021,$531K
10115,Mar,2021,$525K
10115,Feb,2021,$521K
10115,Jan,2021,$516K
10115,Dec,2020,$511K
10115,Nov,2020,$506K
10115,Oct,2020,$501K
10115,Sep,2020,$496K
10115,Aug,2020,$492K
10115,Jul,2020,$489K
10115,Jun,2020,$486K
10115,May,2020,$485K
10115,Apr,2020,$483K
10115,Mar,2020,$482K
10115,Feb,2020,$481K
10115,Jan,2020,$479K
10115,Dec,2019,$478K
10115,Nov,2019,$478K
10115,Oct,2019,$479K
10115,Sep,2019,$480K
10115,Aug,2019,$480K
10115,Jul,2019,$480K
10115,Jun,2019,$479K
10115,May,2019,$479K
10115,Apr,2019,$478K
10115,Mar,2019,$477K
10115,Feb,2019,$477K
10115,Jan,2019,$476K
10115,Dec,2018,$475K
10115,Nov,2018,$474K
10115,Oct,2018,$473K
10115,Sep,2018,$471K
10115,Aug,2018,$470K
10115,Jul,2018,$469K
10115,Jun,2018,$468K
10115,May,2018,$466K
10115,Apr,2018,$464K
10115,Mar,2018,$461K
10115,Feb,2018,$459K
10115,Jan,2018,$456K
10115,Dec,2017,$454K
10115,Nov,2017,$453K
10115,Oct,2017,$451K
10115,Sep,2017,$449K
10115,Aug,2017,$447K
10115,Jul,2017,$444K
10115,Jun,2017,$442K
10115,May,2017,$439K
10115,Apr,2017,$437K
10115,Mar,2017,$436K
10115,Feb,2017,$434K
10115,Jan,2017,$432K
10115,Dec,2016,$431K
10115,Nov,2016,$429K
10115,Oct,2016,$427K
10115,Sep,2016,$426K
10115,Aug,2016,$425K
10115,Jul,2016,$423K
10115,Jun,2016,$422K
10115,May,2016,$421K
10115,Mar,2016,$419K
10115,Feb,2016,$418K
10115,Jan,2016,$417K
10115,Dec,2015,$417K
10115,Nov,2015,$415K
10115,Oct,2015,$414K
10115,Sep,2015,$413K
10115,Aug,2015,$412K
10115,Jul,2015,$411K
10115,Jun,2015,$410K
10115,May,2015,$409K
10115,Apr,2015,$408K
10115,Mar,2015,$408K
10115,Feb,2015,$407K
10115,Jan,2015,$406K
10115,Dec,2014,$405K
10115,Nov,2014,$404K
10115,Oct,2014,$404K
10115,Sep,2014,$403K
10115,Aug,2014,$402K
10115,Jul,2014,$401K
10115,Jun,2014,$400K
10115,May,2014,$399K
10115,Apr,2014,$398K
10115,Mar,2014,$397K
10115,Feb,2014,$395K
10115,Jan,2014,$393K
10115,Dec,2013,$391K
10115,Nov,2013,$390K
10115,Oct,2013,$388K
10115,Sep,2013,$386K
10115,Aug,2013,$384K
10115,Jul,2013,$382K
10115,Jun,2013,$380K
10115,May,2013,$379K
10115,Apr,2013,$377K
10115,Mar,2013,$376K
10115,Feb,2013,$375K
10115,Jan,2013,$374K
10115,Dec,2012,$373K
10115,Nov,2012,$372K
10115,Oct,2012,$372K
10115,Sep,2012,$372K
10115,Aug,2012,$372K
10115,Jul,2012,$372K
10115,Jun,2012,$372K
10115,May,2012,$372K
10115,Apr,2012,$373K
10115,Mar,2012,$374K
10115,Feb,2012,$375K
10115,Jan,2012,$376K
10115,Dec,2011,$378K
10115,Nov,2011,$379K
10115,Oct,2011,$380K
10115,Sep,2011,$382K
10115,Aug,2011,$383K
10115,Jul,2011,$385K
10115,Jun,2011,$387K
10115,May,2011,$389K
10115,Apr,2011,$390K
10115,Mar,2011,$392K
10115,Apr,2016,$420K
10118,Jan,2022,$2.27M
10118,Dec,2021,$2.25M
10118,Nov,2021,$2.23M
10118,Oct,2021,$2.22M
10118,Sep,2021,$2.22M
10118,Aug,2021,$2.22M
10118,Jul,2021,$2.21M
10118,Jun,2021,$2.20M
10118,May,2021,$2.20M
10118,Apr,2021,$2.19M
10118,Mar,2021,$2.18M
10118,Feb,2021,$2.20M
10118,Jan,2021,$2.22M
10118,Dec,2020,$2.25M
10118,Nov,2020,$2.27M
10118,Oct,2020,$2.27M
10118,Sep,2020,$2.26M
10118,Aug,2020,$2.27M
10118,Jul,2020,$2.28M
10118,Jun,2020,$2.29M
10118,May,2020,$2.29M
10118,Apr,2020,$2.29M
10118,Mar,2020,$2.28M
10118,Feb,2020,$2.29M
10118,Jan,2020,$2.28M
10118,Dec,2019,$2.25M
10118,Nov,2019,$2.22M
10118,Oct,2019,$2.22M
10118,Sep,2019,$2.23M
10118,Aug,2019,$2.24M
10118,Jul,2019,$2.23M
10118,Jun,2019,$2.23M
10118,May,2019,$2.25M
10118,Apr,2019,$2.28M
10118,Mar,2019,$2.31M
10118,Feb,2019,$2.36M
10118,Jan,2019,$2.39M
10118,Dec,2018,$2.44M
10118,Nov,2018,$2.50M
10118,Oct,2018,$2.58M
10118,Sep,2018,$2.65M
10118,Aug,2018,$2.69M
10118,Jul,2018,$2.73M
10118,Jun,2018,$2.74M
10118,May,2018,$2.76M
10118,Apr,2018,$2.79M
10118,Mar,2018,$2.80M
10118,Feb,2018,$2.82M
10118,Jan,2018,$2.83M
10118,Dec,2017,$2.87M
10118,Nov,2017,$2.89M
10118,Oct,2017,$2.90M
10118,Sep,2017,$2.89M
10118,Aug,2017,$2.87M
10118,Jul,2017,$2.87M
10118,Jun,2017,$2.88M
10118,May,2017,$2.88M
10118,Apr,2017,$2.86M
10118,Mar,2017,$2.83M
10118,Feb,2017,$2.81M
10118,Jan,2017,$2.82M
10118,Dec,2016,$2.83M
10118,Nov,2016,$2.84M
10118,Oct,2016,$2.85M
10118,Sep,2016,$2.84M
10118,Aug,2016,$2.85M
10118,Jul,2016,$2.85M
10118,Jun,2016,$2.87M
10118,May,2016,$2.89M
10118,Apr,2016,$2.91M
10118,Mar,2016,$2.94M
10118,Feb,2016,$2.95M
10118,Jan,2016,$2.94M
10118,Dec,2015,$2.92M
10118,Nov,2015,$2.90M
10118,Oct,2015,$2.88M
10118,Sep,2015,$2.87M
10118,Aug,2015,$2.86M
10118,Jul,2015,$2.83M
10118,Jun,2015,$2.81M
10118,May,2015,$2.79M
10119,Jan,2022,$561K
10119,Dec,2021,$558K
10119,Jul,2021,$547K
10119,Mar,2021,$525K
10119,Jul,2020,$489K
10119,May,2020,$485K
10119,Nov,2019,$478K
10119,Sep,2019,$480K
10119,Jul,2019,$480K
10119,Feb,2019,$477K
10119,Jul,2018,$469K
10119,Jun,2017,$442K
10119,Jul,2016,$423K
10119,Nov,2014,$404K
10119,Apr,2014,$398K
10119,Sep,2013,$386K
10119,Jun,2013,$380K
10119,Apr,2013,$377K
10119,Oct,2011,$380K
10119,Apr,2011,$390K
10119,Mar,2011,$392K
10119,Jan,2013,$374K
10119,Jan,2019,$476K
10119,Dec,2020,$511K
10119,Oct,2019,$479K
10119,Dec,2017,$454K
10119,Jan,2016,$417K
10119,Aug,2012,$372K
10119,Aug,2018,$470K
10119,Nov,2020,$506K
10119,Mar,2019,$477K
10119,Dec,2018,$475K
10119,Sep,2018,$471K
10119,Mar,2017,$436K
10119,Mar,2016,$419K
10119,Oct,2015,$414K
10119,Sep,2014,$403K
10119,Feb,2013,$375K
10119,Nov,2012,$372K
10119,Jul,2012,$372K
10119,Jun,2011,$387K
10119,Mar,2012,$374K
10119,May,2015,$409K
10119,Feb,2016,$418K
10119,Sep,2016,$426K
10119,Jul,2017,$444K
10119,Feb,2020,$481K
10119,Oct,2020,$501K
10119,May,2021,$536K
10119,Apr,2018,$464K
10119,Apr,2017,$437K
10119,Nov,2013,$390K
10119,Oct,2013,$388K
10119,Aug,2013,$384K
10119,Jul,2013,$382K
10119,Dec,2011,$378K
10119,Nov,2011,$379K
10119,Jan,2012,$376K
10119,May,2011,$389K
10119,Jan,2014,$393K
10119,Feb,2021,$521K
10119,Aug,2021,$550K
10119,Sep,2020,$496K
10119,Apr,2019,$478K
10119,Oct,2018,$473K
10119,Jun,2015,$410K
10119,Dec,2012,$373K
10119,Aug,2011,$383K
10119,May,2012,$372K
10119,May,2018,$466K
10119,Apr,2021,$531K
10119,Nov,2021,$556K
10119,Aug,2019,$480K
10119,Nov,2017,$453K
10119,Jun,2014,$400K
10119,Feb,2015,$407K
10119,Aug,2015,$412K
10119,Nov,2015,$415K
10119,Mar,2018,$461K
10119,Jan,2020,$479K
10119,Aug,2020,$492K
10119,May,2019,$479K
10119,Oct,2017,$451K
10119,Jan,2017,$432K
10119,Aug,2016,$425K
10119,Jul,2014,$401K
10119,Oct,2012,$372K
10119,Sep,2011,$382K
10119,Feb,2012,$375K
10119,May,2014,$399K
10119,Jun,2016,$422K
10119,Dec,2019,$478K
10119,May,2013,$379K
10119,Aug,2014,$402K
10119,Oct,2014,$404K
10119,Apr,2015,$408K
10119,Sep,2015,$413K
10119,Oct,2016,$427K
10119,Sep,2021,$552K
10119,Jul,2011,$385K
10119,Mar,2013,$376K
10119,Feb,2014,$395K
10119,Mar,2014,$397K
10119,Dec,2014,$405K
10119,Jan,2015,$406K
10119,Jul,2015,$411K
10119,Dec,2015,$417K
10119,Apr,2016,$420K
10119,Feb,2017,$434K
10119,May,2017,$439K
10119,Aug,2017,$447K
10119,Jan,2018,$456K
10119,Feb,2018,$459K
10119,Jun,2019,$479K
10119,Mar,2020,$482K
10119,Jun,2021,$541K
10119,Oct,2021,$554K
10119,Apr,2020,$483K
10119,Jun,2018,$468K
10119,Dec,2016,$431K
10119,May,2016,$421K
10119,Jan,2021,$516K
10119,Sep,2017,$449K
10119,Nov,2018,$474K
10119,Jun,2012,$372K
10119,Apr,2012,$373K
10119,Dec,2013,$391K
10119,Mar,2015,$408K
10119,Sep,2012,$372K
10120,Jan,2022,$561K
10120,Nov,2021,$556K
10120,Sep,2021,$552K
10120,Apr,2021,$531K
10120,Sep,2020,$496K
10120,May,2020,$485K
10120,Oct,2019,$479K
10120,Jun,2019,$479K
10120,Jan,2019,$476K
10120,Apr,2018,$464K
10120,Dec,2017,$454K
10120,Jul,2017,$444K
10120,Jun,2017,$442K
10120,Apr,2017,$437K
10120,Sep,2016,$426K
10120,Jan,2016,$417K
10120,Aug,2015,$412K
10120,May,2015,$409K
10120,Dec,2014,$405K
10120,Oct,2014,$404K
10120,Jun,2014,$400K
10120,May,2014,$399K
10120,Feb,2014,$395K
10120,Jan,2014,$393K
10120,Nov,2013,$390K
10120,Sep,2013,$386K
10120,Jul,2013,$382K
10120,Mar,2013,$376K
10120,Nov,2012,$372K
10120,Sep,2012,$372K
10120,Aug,2012,$372K
10120,May,2012,$372K
10120,Feb,2012,$375K
10120,Jan,2012,$376K
10120,Nov,2011,$379K
10120,Oct,2011,$380K
10120,Sep,2011,$382K
10120,Aug,2011,$383K
10120,Jul,2011,$385K
10120,Apr,2011,$390K
10120,Mar,2011,$392K
10120,Apr,2012,$373K
10120,Dec,2012,$373K
10120,Apr,2013,$377K
10120,Mar,2015,$408K
10120,Jun,2015,$410K
10120,Mar,2017,$436K
10120,Oct,2017,$451K
10120,Feb,2018,$459K
10120,Aug,2018,$470K
10120,Nov,2018,$474K
10120,Mar,2019,$477K
10120,Sep,2019,$480K
10120,Dec,2019,$478K
10120,Feb,2020,$481K
10120,Jun,2020,$486K
10120,Aug,2020,$492K
10120,Dec,2020,$511K
10120,Feb,2021,$521K
10120,May,2021,$536K
10120,Aug,2021,$550K
10120,Oct,2021,$554K
10120,Jun,2021,$541K
10120,Mar,2021,$525K
10120,Oct,2020,$501K
10120,Jul,2020,$489K
10120,Jan,2020,$479K
10120,Nov,2019,$478K
10120,Aug,2019,$480K
10120,May,2019,$479K
10120,Feb,2019,$477K
10120,Oct,2018,$473K
10120,Jun,2018,$468K
10120,May,2017,$439K
10120,Feb,2017,$434K
10120,Jan,2017,$432K
10120,Dec,2016,$431K
10120,Nov,2016,$429K
10120,Oct,2016,$427K
10120,Aug,2016,$425K
10120,Jun,2016,$422K
10120,Apr,2016,$420K
10120,Feb,2016,$418K
10120,Nov,2015,$415K
10120,Sep,2015,$413K
10120,Jul,2015,$411K
10120,Apr,2015,$408K
10120,Feb,2015,$407K
10120,Jan,2015,$406K
10120,Nov,2014,$404K
10120,Sep,2014,$403K
10120,Aug,2014,$402K
10120,Mar,2014,$397K
10120,Jun,2013,$380K
10120,Feb,2013,$375K
10120,Oct,2012,$372K
10120,Jul,2012,$372K
10120,Jun,2012,$372K
10120,Dec,2011,$378K
10120,Jun,2011,$387K
10120,May,2011,$389K
10120,Jan,2013,$374K
10120,Aug,2013,$384K
10120,Oct,2013,$388K
10120,Dec,2013,$391K
10120,Apr,2014,$398K
10120,Jul,2014,$401K
10120,Oct,2015,$414K
10120,Dec,2015,$417K
10120,Mar,2016,$419K
10120,Jul,2016,$423K
10120,Sep,2017,$449K
10120,Nov,2017,$453K
10120,Jan,2018,$456K
10120,Mar,2018,$461K
10120,May,2018,$466K
10120,Jul,2018,$469K
10120,Sep,2018,$471K
10120,Dec,2018,$475K
10120,Apr,2019,$478K
10120,Jul,2019,$480K
10120,Mar,2020,$482K
10120,Apr,2020,$483K
10120,Nov,2020,$506K
10120,Jan,2021,$516K
10120,Jul,2021,$547K
10120,Dec,2021,$558K
10120,Aug,2017,$447K
10120,May,2013,$379K
10121,Jan,2022,$561K
10121,Nov,2021,$556K
10121,Sep,2021,$552K
10121,Jul,2021,$547K
10121,May,2021,$536K
10121,Mar,2021,$525K
10121,Jan,2021,$516K
10121,Dec,2020,$511K
10121,Oct,2020,$501K
10121,Aug,2020,$492K
10121,Jul,2020,$489K
10121,Apr,2020,$483K
10121,Dec,2019,$478K
10121,Nov,2019,$478K
10121,Oct,2019,$479K
10121,Sep,2019,$480K
10121,Jul,2019,$480K
10121,Jun,2019,$479K
10121,May,2019,$479K
10121,Mar,2019,$477K
10121,Feb,2019,$477K
10121,Jan,2019,$476K
10121,Dec,2018,$475K
10121,Oct,2018,$473K
10121,Jun,2018,$468K
10121,Apr,2018,$464K
10121,Feb,2018,$459K
10121,Jan,2018,$456K
10121,Nov,2017,$453K
10121,Sep,2017,$449K
10121,Jun,2017,$442K
10121,May,2017,$439K
10121,Mar,2017,$436K
10121,Feb,2017,$434K
10121,Sep,2016,$426K
10121,Aug,2016,$425K
10121,Jul,2016,$423K
10121,Jun,2016,$422K
10121,May,2016,$421K
10121,Apr,2016,$420K
10121,Feb,2016,$418K
10121,Dec,2015,$417K
10121,Nov,2015,$415K
10121,Oct,2015,$414K
10121,Aug,2015,$412K
10121,Apr,2015,$408K
10121,Feb,2015,$407K
10121,Jan,2015,$406K
10121,Dec,2014,$405K
10121,Oct,2014,$404K
10121,Aug,2014,$402K
10121,Jul,2014,$401K
10121,May,2014,$399K
10121,Apr,2014,$398K
10121,Mar,2014,$397K
10121,Feb,2014,$395K
10121,Jan,2014,$393K
10121,Aug,2013,$384K
10121,Jul,2013,$382K
10121,Apr,2013,$377K
10121,Jan,2013,$374K
10121,Dec,2012,$373K
10121,Nov,2012,$372K
10121,Oct,2012,$372K
10121,Sep,2012,$372K
10121,Aug,2012,$372K
10121,Jul,2012,$372K
10121,Jun,2012,$372K
10121,May,2012,$372K
10121,Apr,2012,$373K
10121,Mar,2012,$374K
10121,Feb,2012,$375K
10121,Jan,2012,$376K
10121,Nov,2011,$379K
10121,Jun,2011,$387K
10121,Apr,2011,$390K
10121,Mar,2011,$392K
10121,Aug,2011,$383K
10121,Oct,2011,$380K
10121,Dec,2011,$378K
10121,Sep,2013,$386K
10121,Nov,2013,$390K
10121,Jun,2014,$400K
10121,Nov,2014,$404K
10121,Mar,2015,$408K
10121,May,2015,$409K
10121,Jan,2016,$417K
10121,Mar,2016,$419K
10121,Oct,2016,$427K
10121,Dec,2016,$431K
10121,Apr,2017,$437K
10121,Jul,2017,$444K
10121,Oct,2017,$451K
10121,Mar,2018,$461K
10121,Sep,2018,$471K
10121,Nov,2018,$474K
10121,Apr,2019,$478K
10121,Aug,2019,$480K
10121,Mar,2020,$482K
10121,May,2020,$485K
10121,Jun,2020,$486K
10121,Nov,2020,$506K
10121,Apr,2021,$531K
10121,Dec,2021,$558K
10121,Jun,2021,$541K
10121,Sep,2020,$496K
10121,Feb,2020,$481K
10121,Jan,2020,$479K
10121,Aug,2018,$470K
10121,Jul,2018,$469K
10121,Aug,2017,$447K
10121,Nov,2016,$429K
10121,Jul,2015,$411K
10121,Sep,2014,$403K
10121,Jun,2013,$380K
10121,Mar,2013,$376K
10121,Feb,2013,$375K
10121,May,2011,$389K
10121,Sep,2011,$382K
10121,Oct,2013,$388K
10121,Dec,2013,$391K
10121,Dec,2017,$454K
10121,Aug,2021,$550K
10121,May,2018,$466K
10121,Jan,2017,$432K
10121,Sep,2015,$413K
10121,Jun,2015,$410K
10121,Jul,2011,$385K
10121,May,2013,$379K
10121,Feb,2021,$521K
10121,Oct,2021,$554K
10122,Jan,2022,$561K
10122,Dec,2021,$558K
10122,Nov,2021,$556K
10122,Oct,2021,$554K
10122,Aug,2021,$550K
10122,Jun,2021,$541K
10122,May,2021,$536K
10122,Apr,2021,$531K
10122,Mar,2021,$525K
10122,Feb,2021,$521K
10122,Jan,2021,$516K
10122,Dec,2020,$511K
10122,Nov,2020,$506K
